ACTIVITY DATE,OWNER NAME,FACILITY ID,FACILITY NAME,PROGRAM STATUS,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,SCORE,GRADE,FULL ADDRESS
2018-08-17,ANAYA JUAN C.,FA0071886,TAQUERIA LOS ANAYA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4651 W ADAMS BLVD,LOS ANGELES,90016,95,A,"4651 W ADAMS BLVD, LOS ANGELES, CA 90016"
2018-08-15,RH BBQ INC.,FA0011298,RH BBQ,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,18311 E COLIMA RD EA,ROWLAND HEIGHTS,91748,93,A,"18311 E COLIMA RD EA, ROWLAND HEIGHTS, CA 91748"
2018-09-07,TEA CENTRAL INC,FA0072020,TEN REN'S TEA TIME,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,846 W DUARTE RD,ARCADIA,91007,96,A,"846 W DUARTE RD, ARCADIA, CA 91007"
2018-05-18,"BARSOTTI, BILLIE",FA0036282,LIL OASIS CAFE,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,831 N ROSEMEAD BLVD,SOUTH EL MONTE,91733,91,A,"831 N ROSEMEAD BLVD, SOUTH EL MONTE, CA 91733"
2018-05-30,UNCLE AF CORP,FA0248190,UNCLE AF CORP,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,5905 KANAN RD,AGOURA HILLS,91301,98,A,"5905 KANAN RD, AGOURA HILLS, CA 91301"
2018-08-23,PETAO 2209,FA0019585,KAFE K,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2209 MAIN ST STE #B,SANTA MONICA,90405,94,A,"2209 MAIN ST STE #B, SANTA MONICA, CA 90405"
2018-06-15,"PADILLA,CHARLES C AND LUPE G",FA0023107,LUPITAS CAFE,ACTIVE,RESTAURANT (61-150) SEATS LOW RISK,6428 S COMPTON AVE,LOS ANGELES,90001,97,A,"6428 S COMPTON AVE, LOS ANGELES, CA 90001"
2018-06-01,"GOLDEN NOODLES, INC",FA0255885,EBAES ON WILSHIRE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1111 WILSHIRE BLVD UNIT 104,LOS ANGELES,90017,92,A,"1111 WILSHIRE BLVD UNIT 104, LOS ANGELES, CA 90017"
2018-08-09,"MALAGON, INC",FA0159599,TUTTI FRUTTI FROZEN YOGURT,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,7105 EASTERN AVE STE HA,BELL GARDENS,90201,99,A,"7105 EASTERN AVE STE HA, BELL GARDENS, CA 90201"
2018-07-23,ITIN,FA0162731,BIONICOS LA TROPICANA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,7333 ATLANTIC AVE,CUDAHY,90201-4323,93,A,"7333 ATLANTIC AVE, CUDAHY, CA 90201-4323"
2018-07-18,ETHNIC FOODS CORPORATION,FA0179092,DON CARLOS VILLAGE RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,10928 GARVEY AVE,EL MONTE,91733,90,A,"10928 GARVEY AVE, EL MONTE, CA 91733"
2018-07-30,LI JUAN TAN,FA0140951,PANDA CHINESE FAST FOOD,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,8870 CORBIN AVE,NORTHRIDGE,91324,91,A,"8870 CORBIN AVE, NORTHRIDGE, CA 91324"
2018-07-26,GIA LIN INC.,FA0017330,HONG KONG EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1125 E ALOSTA AVE,AZUSA,91702,90,A,"1125 E ALOSTA AVE, AZUSA, CA 91702"
2018-05-08,"OH, INNA",FA0063105,H SALT ESQUIRE FISH & CHIPS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,18054 SATICOY ST,RESEDA,91335,90,A,"18054 SATICOY ST, RESEDA, CA 91335"
2018-08-15,HACIENDA INCORPORATED,FA0063130,HACIENDA CLUB POOL SNACK BAR,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,718 EAST RD,LA HABRA,90631,92,A,"718 EAST RD, LA HABRA, CA 90631"
2018-04-27,INTERNATIONAL COFFEE & TEA LLC,FA0072175,THE COFFEE BEAN & TEA LEAF,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,1590 ROSECRANS AVE STE #T,MANHATTAN BEACH,90266,94,A,"1590 ROSECRANS AVE STE #T, MANHATTAN BEACH, CA 90266"
2018-09-20,LOURDES B CAPULONG LLC,FA0007620,AUNTIE DEES PAN DE MANILA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3756 W AVENUE 40 # #G,LOS ANGELES,90065,93,A,"3756 W AVENUE 40 # #G, LOS ANGELES, CA 90065"
2018-09-18,CHIN ONG,FA0263580,SAINT URBAIN STREET BAGELS / BUELLER'S BAGELS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,10840 W OLYMPIC BLVD,LOS ANGELES,900-64,93,A,"10840 W OLYMPIC BLVD, LOS ANGELES, CA 900-64"
2018-07-19,NAKAMURA CORPORATION,FA0051029,TAKE SUSHI,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,8866 W SUNSET BLVD,WEST HOLLYWOOD,90069,93,A,"8866 W SUNSET BLVD, WEST HOLLYWOOD, CA 90069"
2018-09-11,JS3 & JV CORP,FA0259333,GLORIA'S PUEBLITO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1913 E GAGE AVE,LOS ANGELES,90001,90,A,"1913 E GAGE AVE, LOS ANGELES, CA 90001"
2018-01-10,"FORASTEROS MEXICAN FOOD, INC",FA0225939,ALBERTO'S,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,13416 CRENSHAW BLVD,GARDENA,90249,75,C,"13416 CRENSHAW BLVD, GARDENA, CA 90249"
2018-04-27,REGAL ENTERTAINMENT GROUP,FA0020405,EDWARDS MOVIE THEATERS SOUTH GATE 20,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,8630 GARFIELD AVE EAST,SOUTH GATE,90280,95,A,"8630 GARFIELD AVE EAST, SOUTH GATE, CA 90280"
2018-09-26,YUAN BAO INC,FA0011668,CAESAR'S MONGOLIAN BAR-B-Q,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,11803 DEL AMO BLVD,CERRITOS,90703,98,A,"11803 DEL AMO BLVD, CERRITOS, CA 90703"
2018-08-21,CESAR AND XAVIER INC.,FA0239179,SHAMSHIRI GLENDALE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,122 W STOCKER ST,GLENDALE,91202,96,A,"122 W STOCKER ST, GLENDALE, CA 91202"
2018-08-17,NORTH PLAZA RESTAURANT PTNRS,FA0061126,DRAGO CENTRO-BASEMENT STORAG,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,525 S FLOWER ST STE 120,LOS ANGELES,90071,94,A,"525 S FLOWER ST STE 120, LOS ANGELES, CA 90071"
2018-06-08,"RIO, JOHN G",FA0030654,RIO'S PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,9317 E SLAUSON AVE,PICO RIVERA,90660,97,A,"9317 E SLAUSON AVE, PICO RIVERA, CA 90660"
2018-06-26,REYNAUD'S BAKERY AND BISTRO INC.,FA0155848,RENAUD'S PATISSERIE AND BISTRO,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,635 W FOOTHILL BLVD,LA CANADA FLINTRIDGE,91001,98,A,"635 W FOOTHILL BLVD, LA CANADA FLINTRIDGE, CA 91001"
2018-06-13,"716 HIGHLAND AVENUE, INC",FA0160371,TROIS MECS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,716 N HIGHLAND AVE,LOS ANGELES,90038,94,A,"716 N HIGHLAND AVE, LOS ANGELES, CA 90038"
2018-08-16,VENTURA PLACE COFFEE COMPANY,FA0239920,ALFRED COFFEE STUDIO CITY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,12077 VENTURA PL,STUDIO CITY,91604-2602,90,A,"12077 VENTURA PL, STUDIO CITY, CA 91604-2602"
2018-08-28,HAPPY IN HAWAII LLC,FA0242334,MONKEY BAR,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,400 S BALDWIN AVE # 2200,ARCADIA,91007-1900,92,A,"400 S BALDWIN AVE # 2200, ARCADIA, CA 91007-1900"
2018-05-15,SUPRANEE PIMMARLEEJA,FA0225937,KHUNDANG THAI RESTAURANT CHATSWORTH,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,10134 TOPANGA CANYON BLVD,CHATSWORTH,91311-2801,95,A,"10134 TOPANGA CANYON BLVD, CHATSWORTH, CA 91311-2801"
2017-07-20,KE & RY CORPORATION,FA0179089,BASKIN ROBBINS,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,9930 ATLANTIC AVE,SOUTH GATE,90280,99,A,"9930 ATLANTIC AVE, SOUTH GATE, CA 90280"
2018-03-13,"KINGS PANADERIA ,INC",FA0241873,"KINGS PANADERIA ,INC",ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1119 N WESTERN AVE,LOS ANGELES,90029,87,B,"1119 N WESTERN AVE, LOS ANGELES, CA 90029"
2018-09-04,EDUARDO ANTONIO GUITERREZ,FA0167397,TERESA'S MEXICAN GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,12100 E VALLEY BLVD STE 110,EL MONTE,91732,95,A,"12100 E VALLEY BLVD STE 110, EL MONTE, CA 91732"
2018-08-29,KASTURI INC .,FA0251333,KASTURI RESTAURANT AND MARKET,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3580 W 3RD ST,LOS ANGELES,90020-2013,80,B,"3580 W 3RD ST, LOS ANGELES, CA 90020-2013"
2018-09-21,"KOO, SAM",FA0032759,SAKE HOUSE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3465 W 6TH ST #150,LOS ANGELES,90020,83,B,"3465 W 6TH ST #150, LOS ANGELES, CA 90020"
2018-08-08,BUSSABONG INC,FA0261770,EMERALD THAI CUISINE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,9315 VENICE BLVD,LOS ANGELES,90232,90,A,"9315 VENICE BLVD, LOS ANGELES, CA 90232"
2018-05-11,LOS ANGELES CORP FITNESS INC,FA0015303,GOLDS GYM,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,725 S FIGUEROA ST STE 100,LOS ANGELES,90017,96,A,"725 S FIGUEROA ST STE 100, LOS ANGELES, CA 90017"
2018-03-12,GAUL GEORGE,FA0052867,UNCLE HENRY'S DELI,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,7400 FLORENCE AVE,DOWNEY,90241,94,A,"7400 FLORENCE AVE, DOWNEY, CA 90241"
2018-07-10,TASTY THAI CAFE LLC,FA0174525,TASTY THAI CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,15456 DEVONSIRE ST,MISSION HILLS,91345,94,A,"15456 DEVONSIRE ST, MISSION HILLS, CA 91345"
2018-09-24,NOHO 1 LP,FA0005646,BIG WANG'S,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,5300 LANKERSHIM BLVD STE 130,NORTH HOLLYWOOD,91601,91,A,"5300 LANKERSHIM BLVD STE 130, NORTH HOLLYWOOD, CA 91601"
2018-08-07,RESTAURANTES JUTIAPA LLC,FA0239054,PUPUSERIA JUTIAPA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,5701 S VERMONT AVE,LOS ANGELES,90037,90,A,"5701 S VERMONT AVE, LOS ANGELES, CA 90037"
2018-07-11,"MORA, JAVIER",FA0020803,EL LLANO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,13720 E RAMONA BLVD,BALDWIN PARK,91706,96,A,"13720 E RAMONA BLVD, BALDWIN PARK, CA 91706"
2018-06-13,LAKE LINDERO HOA,FA0140383,LAKE LINDERO COUNTRY CLUB,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,5719 LAKE LINDERO DR,AGOURA HILLS,91301-1444,98,A,"5719 LAKE LINDERO DR, AGOURA HILLS, CA 91301-1444"
2018-07-05,BALDWIN'S PIZZA INC,FA0039992,ME-N-ED'S,ACTIVE,RESTAURANT (151 + ) SEATS MODERATE RISK,4115 N PARAMOUNT BLVD,LAKEWOOD,90712,96,A,"4115 N PARAMOUNT BLVD, LAKEWOOD, CA 90712"
2018-07-05,SOMCHART PROMCHART,FA0030131,ING DOI THAI KITCHEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,28072 BOUQUET CANYON RD,SANTA CLARITA,91350,95,A,"28072 BOUQUET CANYON RD, SANTA CLARITA, CA 91350"
2018-09-12,MANNA INTERNATIONAL INC.,FA0166687,PINOY FOOD REPUBLIC,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,22200 MAIN ST # D,CARSON,90745,91,A,"22200 MAIN ST # D, CARSON, CA 90745"
2018-03-21,NEWHOPE AUTO SERVICE LLC,FA0221690,DOWNEY ARCO,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,10030 LAKEWOOD BLVD,DOWNEY,90240,97,A,"10030 LAKEWOOD BLVD, DOWNEY, CA 90240"
2018-01-31,GREAT AMERICAN CHICKEN CORP,FA0033127,KFC E791027,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,2351 E AVENUE S S,PALMDALE,93550,91,A,"2351 E AVENUE S S, PALMDALE, CA 93550"
2018-07-11,T.Y.P. RESTAURANT GROUP INC.,FA0177861,TENDER GREENS,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,6344 TOPANGA CANYON BLVD # 1050,WOODLAND HILLS,91367,98,A,"6344 TOPANGA CANYON BLVD # 1050, WOODLAND HILLS, CA 91367"
2018-09-26,"CHHAY, VORNG ET AL",FA0028859,HOME MADE DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2245 E HUNTINGTON DR,DUARTE,91010,94,A,"2245 E HUNTINGTON DR, DUARTE, CA 91010"
2018-04-26,"THE CHEESECAKE FACTORY RESTAURANTS, INC.",FA0037004,THE CHEESECAKE FACTORY,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,189 THE GROVE DR # STEK9,LOS ANGELES,90036,91,A,"189 THE GROVE DR # STEK9, LOS ANGELES, CA 90036"
2018-06-06,KEE FA CHU,FA0252582,ORIENTAL WOK,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,18845 SHERMAN WAY STE D,RESEDA,91335,91,A,"18845 SHERMAN WAY STE D, RESEDA, CA 91335"
2018-09-11,JOSS-THRILL BITES INC.,FA0255165,JOSS BITES,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,9921 S SANTA MONICA BLVD,BEVERLY HILLS,90212,90,A,"9921 S SANTA MONICA BLVD, BEVERLY HILLS, CA 90212"
2018-06-22,CASA CORDOBA INC.,FA0007915,CASA CORDOBA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2331 HONOLULU AVE STE #C,MONTROSE,91020,97,A,"2331 HONOLULU AVE STE #C, MONTROSE, CA 91020"
2018-08-28,ZAFRAN POT LLC,FA0224532,ZAFRAN POT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,10408 W VENICE BLVD,CULVER CITY,90034,91,A,"10408 W VENICE BLVD, CULVER CITY, CA 90034"
2018-07-09,PATRICIA ARACELI ARGUMEDO,FA0240631,THE MUNCHIES SPOT,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1210 N LONG BEACH BLVD UNIT 190,COMPTON,90221,96,A,"1210 N LONG BEACH BLVD UNIT 190, COMPTON, CA 90221"
2018-08-08,HUNAN CHILLIKING INC,FA0017698,HUNAN CHILLIKING INC,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,534 E VALLEY BLVD # 2-3,SAN GABRIEL,91776,94,A,"534 E VALLEY BLVD # 2-3, SAN GABRIEL, CA 91776"
2018-05-23,"THE TRUMAN HOUSE TAVERN, INC",FA0259416,THE TRUMAN HOUSE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,911 SAN FERNANDO RD,SAN FERNANDO,91340-3310,97,A,"911 SAN FERNANDO RD, SAN FERNANDO, CA 91340-3310"
2018-06-27,PEOPLE COORDINATED SERVICES,FA0025839,MULTI-PUPOSE SENIOR CENTER,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,2528 WEST BLVD,LOS ANGELES,90016,95,A,"2528 WEST BLVD, LOS ANGELES, CA 90016"
2017-10-04,HALAC ENTERPRISES INC.,FA0024541,MENCHIE'S  YOGURT SHERMAN OAK,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,13369 VENTURA BLVD,SHERMAN OAKS,91423,95,A,"13369 VENTURA BLVD, SHERMAN OAKS, CA 91423"
2018-09-19,HENNESSEY'S TAVERN INC,FA0028742,HT GRILL,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,1701 S CATALINA AVE,REDONDO BEACH,90277,92,A,"1701 S CATALINA AVE, REDONDO BEACH, CA 90277"
2018-07-24,"BUENAVIBRA, INC.",FA0262234,SOLAR DE CAHUENGA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1847 N CAHUENGA BLVD,LOS ANGELES,90028-5001,90,A,"1847 N CAHUENGA BLVD, LOS ANGELES, CA 90028-5001"
2018-07-30,AWOOLIM INC,FA0057852,AWOOLIM KIMBAP FACTORY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2825 S DIAMOND BAR BLVD,DIAMOND BAR,91765,96,A,"2825 S DIAMOND BAR BLVD, DIAMOND BAR, CA 91765"
2018-08-23,JIN RI LEE,FA0203365,MAKI SUSHI,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,13309 ARTESIA BLVD,CERRITOS,90703,90,A,"13309 ARTESIA BLVD, CERRITOS, CA 90703"
2018-06-15,FENGWEI KEBAB INC.,FA0260042,FENGWEI KEBAB,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,133 W GARVEY AVE STE C,MONTEREY PARK,91754-1724,84,B,"133 W GARVEY AVE STE C, MONTEREY PARK, CA 91754-1724"
2018-02-02,SHAKE SHACK CALIFORNIA LLC,FA0243214,SHAKE SHACK,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,10250 SANTA MONICA BLVD # 202,LOS ANGELES,90067,96,A,"10250 SANTA MONICA BLVD # 202, LOS ANGELES, CA 90067"
2018-09-20,"COOL HAPPY ANGELS, LLC",FA0178707,MENCHIE'S,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,5622 SAWTELLE BLVD,CULVER CITY,90230,94,A,"5622 SAWTELLE BLVD, CULVER CITY, CA 90230"
2017-12-13,"SMITTEN VENTURES, INC",FA0252501,SMITTEN ICE CREAM PREP KITCHEN,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,10250 SANTA MONICA BLVD # S1825,LOS ANGELES,90067,97,A,"10250 SANTA MONICA BLVD # S1825, LOS ANGELES, CA 90067"
2018-09-18,DON TONY FOOD ENTERPRISE INC,FA0256053,SABOR A DON TONY,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1200 S SUNSET AVE STE 2,WEST COVINA,91790,80,B,"1200 S SUNSET AVE STE 2, WEST COVINA, CA 91790"
2018-08-24,SCHOOL FOOD ENTERPRISES INC.,FA0070183,SCHOOL FOOD,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,621 S WESTERN AVE STE #301,LOS ANGELES,90005,94,A,"621 S WESTERN AVE STE #301, LOS ANGELES, CA 90005"
2018-09-28,PATEL CHANDRAKANT M,FA0018631,JAY BHARAT RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,18701 PIONEER BLVD,ARTESIA,90701,100,A,"18701 PIONEER BLVD, ARTESIA, CA 90701"
2018-08-14,"HANG, HEANG",FA0073160,USA DONUTS & CROISSANTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,14548 VANOWEN ST,VAN NUYS,91405,97,A,"14548 VANOWEN ST, VAN NUYS, CA 91405"
2018-05-31,"KOTCHARIAN, MARIANNA",FA0051786,THE T ROOM,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2405 HONOLULU AVE,MONTROSE,91020,96,A,"2405 HONOLULU AVE, MONTROSE, CA 91020"
2018-08-01,"PADILLA, OLIVERIO",FA0008847,BELLFLOWER DINER,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,17018 S BELLFLOWER BLVD,BELLFLOWER,90706,98,A,"17018 S BELLFLOWER BLVD, BELLFLOWER, CA 90706"
2018-09-18,"TEUM RESTAURANT, INC.",FA0175502,"TEUM RESTAURANT, INC.",ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3526 W 8TH ST,LOS ANGELES,90005,81,B,"3526 W 8TH ST, LOS ANGELES, CA 90005"
2018-02-15,POMONA COLLEGE,FA0027002,OLDENBORG CENTER,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,350 N COLLEGE WAY,CLAREMONT,91711,93,A,"350 N COLLEGE WAY, CLAREMONT, CA 91711"
2018-05-18,"MEDINA, FRANK JR",FA0006455,ANGEL CITY MUSIC,ACTIVE,RESTAURANT (61-150) SEATS LOW RISK,16507 BELLFLOWER BLVD,BELLFLOWER,90706,92,A,"16507 BELLFLOWER BLVD, BELLFLOWER, CA 90706"
2018-08-08,"THE POTATO SACK, LLC",FA0255886,THE POTATO SACK,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3068 W 8TH ST,LOS ANGELES,90005-1814,91,A,"3068 W 8TH ST, LOS ANGELES, CA 90005-1814"
2018-09-20,TIFFANY DARRELL,FA0159721,TIFFANY'S CATERING,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2099 S ATLANTIC BLVD UNIT J,MONTEREY PARK,91754-6355,90,A,"2099 S ATLANTIC BLVD UNIT J, MONTEREY PARK, CA 91754-6355"
2018-09-18,KAHUNA RESTAURANT GROUP LLC,FA0022985,FIESTA CANTINA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,8865 SANTA MONICA BLVD,WEST HOLLYWOOD,90069,90,A,"8865 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069"
2018-06-07,ALAMEDA RESTAURANT LLC,FA0177820,T3  BAR & GRILL,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,333 S ALAMEDA ST STE 115,LOS ANGELES,90013,90,A,"333 S ALAMEDA ST STE 115, LOS ANGELES, CA 90013"
2018-09-18,"LE PETIT CHATEAU, INC",FA0035935,LE PETIT CHATEAU,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4615 LANKERSHIM BLVD,NORTH HOLLYWOOD,91602,96,A,"4615 LANKERSHIM BLVD, NORTH HOLLYWOOD, CA 91602"
2018-08-22,"MARTINEZ, YANIRA",FA0013418,CARMEN RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8318 S ROSEMEAD BLVD,PICO RIVERA,90660,94,A,"8318 S ROSEMEAD BLVD, PICO RIVERA, CA 90660"
2018-09-25,"SUSHI NOZAWA, LLC",FA0249490,SUGARFISH,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4720 ADMIRALTY WAY # A-15,MARINA DEL REY,90292,97,A,"4720 ADMIRALTY WAY # A-15, MARINA DEL REY, CA 90292"
2018-07-25,STERLING FOODS INC,FA0032646,SHAKEYS PIZZA PARLOR,ACTIVE,RESTAURANT (151 + ) SEATS MODERATE RISK,1955 S ATLANTIC BLVD,MONTEREY PARK,91754,96,A,"1955 S ATLANTIC BLVD, MONTEREY PARK, CA 91754"
2018-05-11,"KONG, VEISNA",FA0004919,BARTHA'S DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,12175 CARSON ST,HAWAIIAN GARDENS,90716,91,A,"12175 CARSON ST, HAWAIIAN GARDENS, CA 90716"
2018-04-09,"LITTLE LEAGUE BASEBALL, INC",FA0038357,TORRANCE LITTLE LEAGUE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1740 PLAZA DEL AMO,TORRANCE,90501,90,A,"1740 PLAZA DEL AMO, TORRANCE, CA 90501"
2018-08-23,VRMO GROUP LLC,FA0262854,LOS ANDES RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8330 LONG BEACH BLVD STE 118,SOUTH GATE,90280,90,A,"8330 LONG BEACH BLVD STE 118, SOUTH GATE, CA 90280"
2018-07-30,"FEAST FOODS, LLC.",FA0258334,JACK IN THE BOX,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,100 E HOLT AVE,POMONA,91767,94,A,"100 E HOLT AVE, POMONA, CA 91767"
2018-06-28,SMG FOOD & BEVERAGE,FA0222310,PREMIER CATERING,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2700 N VERMONT AVE,LOS ANGELES,90027,92,A,"2700 N VERMONT AVE, LOS ANGELES, CA 90027"
2018-07-17,"ACSC GROUP , INC",FA0240063,LITTLE CEASARS  2051-0002,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,11870 SANTA MONICA BLVD,LOS ANGELES,90025,99,A,"11870 SANTA MONICA BLVD, LOS ANGELES, CA 90025"
2018-05-11,JJ'S CUPS INC.,FA0178544,JJ'S SANDWICH BAR,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,119 E 6TH ST,LOS ANGELES,90014,92,A,"119 E 6TH ST, LOS ANGELES, CA 90014"
2018-07-10,IRMA ALICIA GOMEZ,FA0222975,WENDY'S TORTAS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1418 W BEVERLY BLVD,MONTEBELLO,90640,94,A,"1418 W BEVERLY BLVD, MONTEBELLO, CA 90640"
2018-07-11,ERENDIRA VALADEZ FLORES,FA0250187,EL RINCONCITO DE MAGO,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1901 S ALAMEDA ST STE 115,LOS ANGELES,90058-1037,92,A,"1901 S ALAMEDA ST STE 115, LOS ANGELES, CA 90058-1037"
2018-09-11,"4401 FLORENCE AVENUE, INC",FA0156747,BOULEVARD BURGERS,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4401 FLORENCE AVE,BELL,90201,96,A,"4401 FLORENCE AVE, BELL, CA 90201"
2018-09-24,ALFARO SANDRA,FA0005229,AL CHILE PELON MEXICAN FOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4565 ARTESIA BLVD,LAWNDALE,90260,90,A,"4565 ARTESIA BLVD, LAWNDALE, CA 90260"
2018-07-10,BISTRO CHOI CORPORATION,FA0261867,BISTRO CHOI,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3424 WILSHIRE BLVD # MEZZ,LOS ANGELES,90010,91,A,"3424 WILSHIRE BLVD # MEZZ, LOS ANGELES, CA 90010"
2018-07-27,EKC INTERNATIONAL L.A. INC.,FA0175152,GAZEN,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,362 E 1ST ST,LOS ANGELES,90012,95,A,"362 E 1ST ST, LOS ANGELES, CA 90012"
2018-07-03,SUB13 INC.,FA0261702,SUBWAY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,5801 KANAN RD,AGOURA HILLS,91306,99,A,"5801 KANAN RD, AGOURA HILLS, CA 91306"
2018-03-06,YWCA OF SAN GABRIEL VALLEY,FA0025113,GLENDORA LA FERTA CENTER,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,333 E FOOTHILL BLVD,GLENDORA,91741,98,A,"333 E FOOTHILL BLVD, GLENDORA, CA 91741"
